ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Total_Spending,Total_Purchases,Family_Size,Customer_Tenure_Days,Cluster,Customer_Segment
8477,1956,Graduation,Alone,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,3,58,28,4,4,475,0.0,Lower-Value Customers
2457,1975,Basic,Partner,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,1,39,45,4,3,611,0.0,Lower-Value Customers
988,1965,Graduation,Partner,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0,49,1193,17,2,53,1.0,Higher-Value Customers
7930,1969,Master,Alone,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,45,268,10,1,314,0.0,Lower-Value Customers
4587,1944,Master,Alone,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,70,266,11,1,346,0.0,Lower-Value Customers
6682,1973,Basic,Partner,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,1,41,37,4,3,565,0.0,Lower-Value Customers
6222,1967,Graduation,Partner,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,47,37,5,5,244,0.0,Lower-Value Customers
10299,1969,PhD,Alone,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,45,882,22,1,597,1.0,Higher-Value Customers
3083,1974,Graduation,Partner,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,40,373,13,4,338,0.0,Lower-Value Customers
8953,1965,Master,Alone,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,49,35,4,4,419,0.0,Lower-Value Customers
1503,1976,PhD,Partner,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,38,107,1,4,391,0.0,Lower-Value Customers
8650,1978,Graduation,Alone,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,2,36,42,4,3,468,0.0,Lower-Value Customers
10862,1960,Master,Partner,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,1,54,326,12,3,681,0.0,Lower-Value Customers
2782,1961,PhD,Partner,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,1,53,404,14,3,353,1.0,Higher-Value Customers
6941,1971,Graduation,Alone,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,43,95,5,1,350,0.0,Lower-Value Customers
10972,1949,Graduation,Alone,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0,65,939,13,1,111,1.0,Higher-Value Customers
10708,1978,2n Cycle,Alone,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,36,33,4,2,183,0.0,Lower-Value Customers
6583,1955,2n Cycle,Partner,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,0,59,981,20,2,391,1.0,Higher-Value Customers
3641,1976,Graduation,Partner,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,1,38,36,5,3,525,0.0,Lower-Value Customers
10156,1975,Graduation,Alone,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1,39,1237,19,2,391,1.0,Higher-Value Customers
4299,1960,Graduation,Partner,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1,54,1825,27,3,646,1.0,Higher-Value Customers
3469,1977,PhD,Alone,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,2,37,103,6,3,661,0.0,Lower-Value Customers
5063,1977,Graduation,Alone,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,1,37,191,9,2,558,0.0,Lower-Value Customers
10727,1970,PhD,Partner,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1,44,1586,23,3,222,1.0,Higher-Value Customers
9624,1958,PhD,Partner,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,56,963,13,2,16,1.0,Higher-Value Customers
5156,1970,2n Cycle,Partner,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,44,889,21,3,165,1.0,Higher-Value Customers
4376,1960,2n Cycle,Alone,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,0,54,93,6,1,134,0.0,Lower-Value Customers
8923,1973,Graduation,Alone,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,41,1587,20,1,437,1.0,Higher-Value Customers
8461,1962,Graduation,Alone,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,52,16,3,4,111,0.0,Lower-Value Customers
6945,1952,Graduation,Alone,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,62,1375,31,1,390,1.0,Higher-Value Customers
944,1962,Graduation,Partner,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,1,52,393,13,3,537,0.0,Lower-Value Customers
1907,1950,Master,Alone,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1,64,1477,21,2,639,1.0,Higher-Value Customers
701,1971,Graduation,Partner,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,43,1179,16,3,235,1.0,Higher-Value Customers
3856,1960,Graduation,Partner,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1,54,1005,22,3,632,1.0,Higher-Value Customers
4149,1948,PhD,Partner,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,66,1348,20,2,47,1.0,Higher-Value Customers
2131,1959,PhD,Alone,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1,55,1307,19,2,546,1.0,Higher-Value Customers
2942,1964,Graduation,Alone,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,50,486,13,2,418,0.0,Lower-Value Customers
1173,1947,Master,Partner,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0,67,2252,12,2,476,1.0,Higher-Value Customers
4381,1971,PhD,Partner,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2,43,235,10,4,315,0.0,Lower-Value Customers
4611,1970,Graduation,Partner,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,44,1724,30,2,524,1.0,Higher-Value Customers
3376,1970,Master,Alone,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,44,235,10,2,198,0.0,Lower-Value Customers
4679,1977,Master,Partner,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1,37,1092,25,3,37,1.0,Higher-Value Customers
10928,1958,Graduation,Partner,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,1,56,599,15,3,286,1.0,Higher-Value Customers
4248,1960,Master,Alone,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,54,2008,19,1,132,1.0,Higher-Value Customers
6728,1985,Graduation,Partner,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,1,29,48,4,3,671,0.0,Lower-Value Customers
6661,1974,Graduation,Partner,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1,40,1174,27,3,686,1.0,Higher-Value Customers
4725,1950,PhD,Partner,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,1,64,67,6,3,77,0.0,Lower-Value Customers
3277,1955,Graduation,Alone,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1,59,365,13,2,695,0.0,Lower-Value Customers
5555,1975,Graduation,Alone,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,1,142,0.0,Lower-Value Customers
2564,1953,Graduation,Partner,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,61,165,8,3,176,0.0,Lower-Value Customers
946,1958,2n Cycle,Partner,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,56,210,9,2,645,0.0,Lower-Value Customers
3867,1947,PhD,Partner,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1,67,1095,25,3,302,1.0,Higher-Value Customers
6940,1966,PhD,Alone,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,3,48,223,8,4,251,0.0,Lower-Value Customers
55,1963,Graduation,Partner,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,1,51,597,18,3,569,1.0,Higher-Value Customers
7093,1985,Graduation,Partner,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,1,29,22,3,3,227,0.0,Lower-Value Customers
5084,1975,Graduation,Alone,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,39,1064,23,2,186,1.0,Higher-Value Customers
1777,1980,Basic,Partner,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,34,74,5,2,660,0.0,Lower-Value Customers
8162,1956,Master,Partner,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,58,26,4,2,544,0.0,Lower-Value Customers
10826,1959,Graduation,Partner,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,55,60,4,2,548,0.0,Lower-Value Customers
8754,1974,PhD,Partner,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,40,20,3,3,409,0.0,Lower-Value Customers
1987,1987,Basic,Alone,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,1,27,59,5,2,277,0.0,Lower-Value Customers
11007,1968,PhD,Partner,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1,46,34,4,3,416,0.0,Lower-Value Customers
7426,1971,2n Cycle,Partner,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,43,198,9,4,234,0.0,Lower-Value Customers
9153,1964,PhD,Partner,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1,50,1048,25,3,335,1.0,Higher-Value Customers
10379,1962,Master,Alone,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,2,52,574,16,3,233,1.0,Higher-Value Customers
9204,1970,Graduation,Alone,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1,44,1029,13,2,655,1.0,Higher-Value Customers
3197,1980,Graduation,Partner,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,1,34,670,18,3,195,1.0,Higher-Value Customers
2920,1975,PhD,Alone,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,1,39,990,14,2,575,1.0,Higher-Value Customers
6961,1974,Graduation,Partner,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2,40,11,3,4,38,0.0,Lower-Value Customers
4673,1963,PhD,Partner,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1,51,1241,18,3,607,1.0,Higher-Value Customers
9937,1979,Graduation,Alone,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0,35,576,16,1,178,1.0,Higher-Value Customers
8779,1985,2n Cycle,Partner,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,1,29,172,8,3,378,0.0,Lower-Value Customers
9596,1980,PhD,Alone,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,34,664,19,1,188,1.0,Higher-Value Customers
2891,1963,Graduation,Alone,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,51,928,21,2,254,1.0,Higher-Value Customers
4910,1967,Graduation,Alone,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0,47,2074,29,1,668,1.0,Higher-Value Customers
75,1982,2n Cycle,Partner,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0,32,467,14,2,339,0.0,Lower-Value Customers
10120,1955,Graduation,Partner,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,1,59,257,10,3,248,0.0,Lower-Value Customers
6327,1967,Graduation,Partner,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0,47,1146,16,2,192,1.0,Higher-Value Customers
10142,1976,PhD,Alone,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,1,38,689,18,2,479,1.0,Higher-Value Customers
9826,1972,PhD,Alone,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,42,2114,21,1,655,1.0,Higher-Value Customers
1501,1982,PhD,Partner,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,0,32,1717,29,2,694,1.0,Higher-Value Customers
10767,1989,PhD,Partner,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0,25,1346,20,2,44,1.0,Higher-Value Customers
7279,1969,PhD,Partner,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,45,1044,14,2,272,1.0,Higher-Value Customers
7230,1960,PhD,Alone,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,1,54,493,16,2,633,1.0,Higher-Value Customers
143,1970,Graduation,Alone,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0,44,957,12,1,308,1.0,Higher-Value Customers
450,1958,Master,Partner,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,1,56,270,9,3,352,0.0,Lower-Value Customers
9316,1952,Basic,Partner,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,62,29,4,2,239,0.0,Lower-Value Customers
6379,1949,Master,Alone,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,2,65,121,6,3,396,0.0,Lower-Value Customers
9239,1961,Master,Partner,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,2,53,126,7,4,338,0.0,Lower-Value Customers
8315,1995,Graduation,Alone,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,19,23,3,1,95,0.0,Lower-Value Customers
2868,1949,PhD,Alone,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,2,65,57,5,3,447,0.0,Lower-Value Customers
10888,1961,Graduation,Alone,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,53,636,18,1,238,1.0,Higher-Value Customers
1277,1960,Graduation,Partner,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0,54,1004,27,2,81,1.0,Higher-Value Customers
9977,1973,Graduation,Alone,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,1,41,734,17,2,285,1.0,Higher-Value Customers
10196,1978,Graduation,Partner,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2,36,614,18,4,109,1.0,Higher-Value Customers
6384,1978,Graduation,Alone,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1,36,1453,18,2,138,1.0,Higher-Value Customers
8029,1988,Master,Alone,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,0,26,1621,14,1,61,1.0,Higher-Value Customers
968,1968,Master,Alone,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,46,187,9,2,185,0.0,Lower-Value Customers
6988,1986,Graduation,Partner,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1,28,1443,20,3,535,1.0,Higher-Value Customers
4472,1970,PhD,Alone,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,1,44,57,5,2,2,0.0,Lower-Value Customers
6991,1951,Graduation,Alone,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,1,63,637,18,2,445,1.0,Higher-Value Customers
3336,1948,PhD,Partner,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,1,66,948,11,3,220,1.0,Higher-Value Customers
4301,1971,Master,Partner,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,43,59,4,3,535,0.0,Lower-Value Customers
1940,1986,Graduation,Partner,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,1,28,18,3,3,352,0.0,Lower-Value Customers
1272,1965,Master,Alone,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,1,49,903,22,2,616,1.0,Higher-Value Customers
1388,1975,Graduation,Alone,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,39,112,6,2,494,0.0,Lower-Value Customers
1044,1953,Graduation,Partner,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0,61,596,17,2,411,1.0,Higher-Value Customers
6969,1982,Graduation,Partner,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,1,32,233,10,3,326,0.0,Lower-Value Customers
10479,1975,PhD,Partner,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0,39,1511,10,2,569,1.0,Higher-Value Customers
3619,1960,2n Cycle,Alone,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,0,54,1152,16,1,644,1.0,Higher-Value Customers
1715,1978,Graduation,Partner,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,1,36,48,5,3,503,0.0,Lower-Value Customers
10159,1970,Graduation,Alone,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1,44,1185,25,2,455,1.0,Higher-Value Customers
1463,1958,Graduation,Alone,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,2,56,21,3,3,92,0.0,Lower-Value Customers
5114,1965,Master,Partner,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,1,49,965,14,3,557,1.0,Higher-Value Customers
4990,1954,Graduation,Partner,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,0,60,869,20,2,423,1.0,Higher-Value Customers
4329,1984,PhD,Partner,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,1,30,16,4,3,37,0.0,Lower-Value Customers
10936,1965,Graduation,Partner,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0,49,1947,15,2,501,1.0,Higher-Value Customers
4692,1976,Graduation,Partner,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,1,38,71,7,3,697,0.0,Lower-Value Customers
7212,1966,Graduation,Partner,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1,48,65,5,3,21,0.0,Lower-Value Customers
6086,1955,Graduation,Partner,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,0,59,1380,23,2,218,1.0,Higher-Value Customers
437,1976,Master,Alone,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,0,38,1027,22,1,155,1.0,Higher-Value Customers
11171,1965,Master,Partner,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,3,49,411,14,5,261,1.0,Higher-Value Customers
11101,1991,Graduation,Partner,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,0,23,836,25,2,440,1.0,Higher-Value Customers
5329,1949,PhD,Alone,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,2,65,11,3,3,275,0.0,Lower-Value Customers
610,1953,PhD,Partner,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,2,61,480,15,4,691,1.0,Higher-Value Customers
9384,1978,Graduation,Partner,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,2,36,606,16,4,382,1.0,Higher-Value Customers
5956,1948,PhD,Alone,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,3,66,284,11,4,256,0.0,Lower-Value Customers
10430,1973,Graduation,Alone,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,2,41,1472,11,3,263,1.0,Higher-Value Customers
7875,1949,Graduation,Partner,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,0,65,1677,25,2,61,1.0,Higher-Value Customers
7072,1973,Graduation,Partner,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1,41,1335,17,3,457,1.0,Higher-Value Customers
6255,1952,Master,Partner,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,1,62,334,12,3,26,0.0,Lower-Value Customers
6516,1989,Basic,Partner,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,1,25,18,3,3,468,0.0,Lower-Value Customers
5564,1969,Graduation,Partner,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1,45,1338,18,3,689,1.0,Higher-Value Customers
5682,1953,PhD,Alone,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1,61,1099,26,2,463,1.0,Higher-Value Customers
7458,1956,Master,Partner,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,2,58,97,6,4,480,0.0,Lower-Value Customers
5237,1950,PhD,Alone,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,3,64,63,6,4,179,0.0,Lower-Value Customers
7761,1978,2n Cycle,Partner,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,1,36,109,7,3,332,0.0,Lower-Value Customers
5278,1964,Graduation,Partner,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,0,50,902,20,2,155,1.0,Higher-Value Customers
3560,1952,Graduation,Partner,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0,62,1574,19,2,413,1.0,Higher-Value Customers
7235,1975,2n Cycle,Partner,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,1,39,38,6,3,202,0.0,Lower-Value Customers
10548,1995,Graduation,Alone,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0,19,960,23,1,112,1.0,Higher-Value Customers
2281,1970,Graduation,Alone,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,1,44,28,3,2,287,0.0,Lower-Value Customers
4073,1954,2n Cycle,Partner,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,0,60,1215,27,2,151,1.0,Higher-Value Customers
6974,1972,PhD,Partner,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,0,42,1497,21,2,180,1.0,Higher-Value Customers
